iterations,time,accuracy
1.0,0.0,0.091796875
22.0,55.408918142318726,0.1640625
43.0,103.62703442573547,0.19205729166666666
64.0,161.75586414337158,0.20572916666666666
85.0,217.00285530090332,0.2421875
106.0,264.67946219444275,0.2903645833333333
127.0,322.9412353038788,0.30104648919753085
148.0,381.2285404205322,0.3138020833333333
169.0,440.10164999961853,0.3450520833333333
190.0,482.05533361434937,0.3444010416666667
211.0,530.8087887763977,0.3684895833333333
232.0,593.2791595458984,0.3697916666666667
253.0,641.1823694705963,0.3803047839506173
274.0,701.6663069725037,0.392578125
295.0,759.5239343643188,0.4108072916666667
316.0,812.7847821712494,0.4114583333333333
337.0,865.4773564338684,0.4375
358.0,926.9873647689819,0.4544270833333333
379.0,989.6807298660278,0.4407552083333333
400.0,1049.9314630031586,0.4563802083333333
421.0,1107.0999250411987,0.47265625
442.0,1167.998966217041,0.458984375
463.0,1228.0519406795502,0.4869791666666667
484.0,1284.8088660240173,0.494140625
505.0,1346.6335377693176,0.4869791666666667
526.0,1404.900404214859,0.4908854166666667
547.0,1463.379426240921,0.5377604166666666
568.0,1520.2697744369507,0.5026041666666666
589.0,1579.5292999744415,0.509765625
610.0,1637.2351179122925,0.537109375
631.0,1695.4451034069061,0.5390625
652.0,1754.7483026981354,0.5513358410493827
673.0,1816.3553054332733,0.5520833333333334
694.0,1874.893320798874,0.5455729166666666
715.0,1935.0170621871948,0.5494791666666666
736.0,1992.8937888145447,0.5436197916666666
757.0,2055.3886308670044,0.5670572916666666
778.0,2119.3777525424957,0.5635368441358025
799.0,2178.415893316269,0.5540364583333334
820.0,2231.356237888336,0.5846354166666666
841.0,2290.3702964782715,0.576171875
862.0,2343.351075410843,0.5696614583333334
883.0,2388.4064021110535,0.5852864583333334
904.0,2441.9335050582886,0.5787760416666666
925.0,2498.05633187294,0.57421875
946.0,2553.8223736286163,0.607421875
967.0,2616.8485205173492,0.599609375
988.0,2674.4020869731903,0.62109375
1009.0,2728.968593120575,0.6087239583333334
1030.0,2790.758946418762,0.6028645833333334
1051.0,2845.637652158737,0.591796875
1072.0,2904.230762720108,0.6263020833333334
1093.0,2957.4790370464325,0.623046875
1114.0,3005.947919368744,0.6145833333333334
1135.0,3059.7685091495514,0.6334635416666666
1156.0,3110.851207256317,0.6276041666666666
1177.0,3167.5812306404114,0.6141734182098766
1198.0,3221.457339286804,0.6354166666666666
1219.0,3279.383980989456,0.6419270833333334
1240.0,3332.2957899570465,0.6315104166666666
1261.0,3388.094666481018,0.6276041666666666
1282.0,3445.673756122589,0.6334635416666666
1303.0,3497.774819612503,0.642650462962963
