iterations,time,accuracy
1.0,0.0,0.08854166666666667
22.0,1.4028255939483643,0.11979166666666667
43.0,1.6451895236968994,0.07291666666666667
64.0,1.8692662715911865,0.140625
85.0,2.1744470596313477,0.06770833333333333
106.0,2.4790537357330322,0.11979166666666667
127.0,2.7042653560638428,0.10416666666666667
148.0,2.931236982345581,0.18229166666666666
169.0,3.170079469680786,0.11979166666666667
190.0,3.3817808628082275,0.13541666666666666
211.0,3.586693525314331,0.1875
232.0,3.8836312294006348,0.15625
253.0,4.1358935832977295,0.13541666666666666
274.0,4.400909900665283,0.15104166666666666
295.0,4.700509786605835,0.17708333333333334
316.0,5.0561652183532715,0.16666666666666666
337.0,5.4636616706848145,0.19791666666666666
358.0,5.75385856628418,0.1875
379.0,6.033142805099487,0.19270833333333334
400.0,6.259083271026611,0.171875
421.0,6.47980809211731,0.20833333333333334
442.0,6.706315517425537,0.20833333333333334
463.0,6.918837785720825,0.21875
484.0,7.123946189880371,0.2552083333333333
505.0,7.329036235809326,0.19791666666666666
526.0,7.533330678939819,0.21875
547.0,7.736189365386963,0.17708333333333334
568.0,7.93922233581543,0.203125
589.0,8.143651247024536,0.2552083333333333
610.0,8.348531484603882,0.22395833333333334
631.0,8.552918195724487,0.234375
652.0,8.75709319114685,0.296875
673.0,8.960470914840698,0.2916666666666667
694.0,9.164765357971191,0.22916666666666666
715.0,9.369853258132935,0.25
736.0,9.574928283691406,0.2604166666666667
757.0,9.779030799865723,0.3072916666666667
778.0,9.983153581619263,0.3177083333333333
799.0,10.187068223953247,0.3177083333333333
820.0,10.39183259010315,0.3541666666666667
841.0,10.595786571502686,0.375
862.0,10.800471305847168,0.3489583333333333
883.0,11.005303382873535,0.4375
904.0,11.210023641586304,0.4375
925.0,11.417463302612305,0.4166666666666667
946.0,11.620500802993774,0.4166666666666667
967.0,11.823380947113037,0.5208333333333334
988.0,12.026293516159058,0.5364583333333334
1009.0,12.230410099029541,0.53125
1030.0,12.434955596923828,0.484375
1051.0,12.638583183288574,0.5572916666666666
1072.0,12.84224271774292,0.5104166666666666
1093.0,13.04606580734253,0.4583333333333333
1114.0,13.251110315322876,0.4479166666666667
1135.0,13.454660892486572,0.5520833333333334
1156.0,13.6579909324646,0.5416666666666666
1177.0,13.872158527374268,0.5625
1198.0,14.088042259216309,0.5729166666666666
1219.0,14.294110298156738,0.5416666666666666
1240.0,14.502460479736328,0.46875
1261.0,14.709041595458984,0.5572916666666666
1282.0,14.909383773803711,0.5260416666666666
1303.0,15.132711410522461,0.546875
1324.0,15.350942611694336,0.515625
1345.0,15.613938808441162,0.5885416666666666
1366.0,15.867194652557373,0.546875
1387.0,16.09370756149292,0.5625
1408.0,16.306905269622803,0.484375
1429.0,16.52023434638977,0.5625
1450.0,16.731541872024536,0.5416666666666666
1471.0,16.940510749816895,0.6145833333333334
1492.0,17.15115189552307,0.703125
1513.0,17.351349592208862,0.6354166666666666
1534.0,17.55147957801819,0.609375
1555.0,17.75247859954834,0.6875
1576.0,17.954879999160767,0.6822916666666666
1597.0,18.1562922000885,0.703125
1618.0,18.376586198806763,0.7135416666666666
1639.0,18.596186637878418,0.71875
1660.0,18.812108039855957,0.7447916666666666
1681.0,19.032397508621216,0.6927083333333334
1702.0,19.262913703918457,0.71875
1723.0,19.4904203414917,0.6927083333333334
1744.0,19.71534299850464,0.7447916666666666
