iterations,time,accuracy
1.0,0.0,0.13541666666666666
22.0,1.3907101154327393,0.140625
43.0,1.5534706115722656,0.08854166666666667
64.0,1.7145192623138428,0.13020833333333334
85.0,1.8754353523254395,0.10416666666666667
106.0,2.0529801845550537,0.11458333333333333
127.0,2.212639331817627,0.11979166666666667
148.0,2.3690073490142822,0.109375
169.0,2.5272059440612793,0.15104166666666666
190.0,2.683755397796631,0.09375
211.0,2.8393397331237793,0.14583333333333334
232.0,2.9949843883514404,0.10416666666666667
253.0,3.1507151126861572,0.11979166666666667
274.0,3.3080036640167236,0.11979166666666667
295.0,3.465099334716797,0.109375
316.0,3.6247637271881104,0.10416666666666667
337.0,3.7806551456451416,0.09895833333333333
358.0,3.937051773071289,0.11979166666666667
379.0,4.093974828720093,0.13020833333333334
400.0,4.251305818557739,0.13020833333333334
421.0,4.408496141433716,0.09375
442.0,4.566290616989136,0.13020833333333334
463.0,4.724882364273071,0.14583333333333334
484.0,4.88669228553772,0.13541666666666666
505.0,5.048442602157593,0.13541666666666666
526.0,5.207597017288208,0.140625
547.0,5.368038654327393,0.09895833333333333
568.0,5.531457901000977,0.10416666666666667
589.0,5.6730897426605225,0.16666666666666666
610.0,5.830018997192383,0.125
631.0,5.990523099899292,0.171875
652.0,6.147611379623413,0.16145833333333334
673.0,6.304676532745361,0.15625
694.0,6.461393117904663,0.19791666666666666
715.0,6.628061771392822,0.171875
736.0,6.785682678222656,0.16666666666666666
757.0,6.951915502548218,0.1875
778.0,7.108260154724121,0.18229166666666666
799.0,7.2652270793914795,0.21875
820.0,7.422370433807373,0.23958333333333334
841.0,7.588393449783325,0.296875
862.0,7.7454469203948975,0.1875
883.0,7.902139186859131,0.2760416666666667
904.0,8.059704780578613,0.22395833333333334
925.0,8.218350648880005,0.3385416666666667
946.0,8.383820533752441,0.296875
967.0,8.541292428970337,0.28125
988.0,8.699328184127808,0.3177083333333333
1009.0,8.860769748687744,0.3854166666666667
1030.0,9.022295236587524,0.3229166666666667
1051.0,9.209460496902466,0.2760416666666667
1072.0,9.38993763923645,0.359375
1093.0,9.569260597229004,0.3020833333333333
1114.0,9.748505592346191,0.3854166666666667
1135.0,9.928473711013794,0.4114583333333333
1156.0,10.105778217315674,0.3802083333333333
1177.0,10.294280052185059,0.3489583333333333
1198.0,10.454381704330444,0.3489583333333333
1219.0,10.603351593017578,0.4270833333333333
1240.0,10.760950326919556,0.40625
1261.0,10.918883323669434,0.4479166666666667
1282.0,11.075924634933472,0.4635416666666667
1303.0,11.233067989349365,0.4375
1324.0,11.390097856521606,0.5104166666666666
1345.0,11.547926902770996,0.46875
1366.0,11.706597566604614,0.4635416666666667
1387.0,11.869789361953735,0.46875
1408.0,12.027884244918823,0.4427083333333333
1429.0,12.185700416564941,0.5052083333333334
1450.0,12.343142747879028,0.4739583333333333
1471.0,12.501983165740967,0.4791666666666667
1492.0,12.658481359481812,0.4739583333333333
1513.0,12.815834760665894,0.4427083333333333
1534.0,12.973780632019043,0.53125
1555.0,13.14671778678894,0.4583333333333333
1576.0,13.309593677520752,0.4479166666666667
1597.0,13.468085765838623,0.453125
1618.0,13.627995252609253,0.53125
1639.0,13.786895513534546,0.5
1660.0,13.94408893585205,0.4791666666666667
1681.0,14.101379156112671,0.5364583333333334
1702.0,14.258249282836914,0.5208333333333334
1723.0,14.415488004684448,0.53125
1744.0,14.57237696647644,0.59375
1765.0,14.72964859008789,0.5520833333333334
1786.0,14.886380672454834,0.5104166666666666
1807.0,15.043953657150269,0.4895833333333333
1828.0,15.200933933258057,0.609375
1849.0,15.360498666763306,0.6614583333333334
1870.0,15.517735958099365,0.5677083333333334
1891.0,15.676852703094482,0.5885416666666666
1912.0,15.833959817886353,0.6510416666666666
1933.0,16.00153112411499,0.6302083333333334
1954.0,16.159436225891113,0.6770833333333334
1975.0,16.316954135894775,0.6197916666666666
1996.0,16.474640607833862,0.6770833333333334
2017.0,16.63233232498169,0.65625
2038.0,16.789608001708984,0.75
2059.0,16.947891235351562,0.765625
2080.0,17.071017026901245,0.7447916666666666
2101.0,17.186172008514404,0.734375
2122.0,17.301915407180786,0.734375
2143.0,17.417335748672485,0.7604166666666666
2164.0,17.53936743736267,0.6979166666666666
2185.0,17.696144342422485,0.8020833333333334
2206.0,17.852603912353516,0.796875
2227.0,18.01490592956543,0.7604166666666666
2248.0,18.189979076385498,0.7864583333333334
2269.0,18.346076011657715,0.78125
2290.0,18.516079425811768,0.8125
2311.0,18.674529790878296,0.765625
2332.0,18.83204674720764,0.6979166666666666
2353.0,18.989059686660767,0.78125
2374.0,19.146743774414062,0.8645833333333334
2395.0,19.303454399108887,0.796875
2416.0,19.46029782295227,0.84375
2437.0,19.617429733276367,0.8697916666666666
2458.0,19.77440857887268,0.7447916666666666
2479.0,19.93210482597351,0.8020833333333334
2500.0,20.089191675186157,0.7916666666666666
2521.0,20.247230529785156,0.8229166666666666
2542.0,20.40669274330139,0.8802083333333334
2563.0,20.564085721969604,0.8229166666666666
2584.0,20.723419427871704,0.7916666666666666
2605.0,20.881312131881714,0.8333333333333334
2626.0,21.03947353363037,0.7604166666666666
2647.0,21.19672441482544,0.7864583333333334
2668.0,21.353909730911255,0.8645833333333334
2689.0,21.511255264282227,0.84375
2710.0,21.67003607749939,0.8802083333333334
2731.0,21.827366590499878,0.8177083333333334
2752.0,21.98454451560974,0.8072916666666666
2773.0,22.142319440841675,0.8697916666666666
2794.0,22.299668073654175,0.8541666666666666
2815.0,22.45667862892151,0.8020833333333334
2836.0,22.614290714263916,0.796875
2857.0,22.771035194396973,0.8541666666666666
2878.0,22.92801785469055,0.8697916666666666
2899.0,23.084798097610474,0.8541666666666666
2920.0,23.241852283477783,0.8697916666666666
2941.0,23.39913558959961,0.8697916666666666
2962.0,23.55661129951477,0.8229166666666666
2983.0,23.713613748550415,0.875
3004.0,23.870792627334595,0.90625
3025.0,24.027764081954956,0.8854166666666666
3046.0,24.184825897216797,0.9114583333333334
3067.0,24.3408100605011,0.796875
3088.0,24.497211694717407,0.7395833333333334
3109.0,24.655319452285767,0.8177083333333334
3130.0,24.812628746032715,0.8541666666666666
3151.0,24.978132247924805,0.8177083333333334
3172.0,25.13572907447815,0.8958333333333334
3193.0,25.293638706207275,0.828125
3214.0,25.45154356956482,0.9114583333333334
3235.0,25.610209941864014,0.9114583333333334
3256.0,25.76766014099121,0.8072916666666666
3277.0,25.92400026321411,0.9375
3298.0,26.08114266395569,0.8020833333333334
3319.0,26.238054037094116,0.84375
3340.0,26.396225214004517,0.8489583333333334
3361.0,26.55282998085022,0.8958333333333334
3382.0,26.71116065979004,0.890625
3403.0,26.86872959136963,0.8541666666666666
3424.0,27.02466130256653,0.8385416666666666
3445.0,27.1802077293396,0.90625
3466.0,27.33590579032898,0.9166666666666666
3487.0,27.491342782974243,0.9270833333333334
3508.0,27.647193670272827,0.8802083333333334
3529.0,27.803160190582275,0.8854166666666666
3550.0,27.958994150161743,0.90625
3571.0,28.114524602890015,0.8802083333333334
3592.0,28.28211545944214,0.9010416666666666
3613.0,28.43771719932556,0.9270833333333334
3634.0,28.59476900100708,0.9635416666666666
3655.0,28.76034164428711,0.9375
3676.0,28.916040420532227,0.96875
3697.0,29.07167673110962,0.90625
3718.0,29.228278160095215,0.953125
3739.0,29.386582136154175,0.953125
3760.0,29.545559406280518,0.875
3781.0,29.712589979171753,0.8541666666666666
3802.0,29.873680114746094,0.8229166666666666
3823.0,30.031428337097168,0.9010416666666666
3844.0,30.18967318534851,0.9010416666666666
3865.0,30.348145961761475,0.8958333333333334
3886.0,30.50438690185547,0.9270833333333334
3907.0,30.661553621292114,0.90625
3928.0,30.818447589874268,0.9114583333333334
3949.0,30.974536657333374,0.9270833333333334
3970.0,31.130652904510498,0.9010416666666666
3991.0,31.28721833229065,0.9375
4012.0,31.444656372070312,0.8958333333333334
4033.0,31.6017484664917,0.9010416666666666
4054.0,31.761164665222168,0.90625
4075.0,31.91943883895874,0.890625
4096.0,32.07672095298767,0.8802083333333334
4117.0,32.23585081100464,0.9375
4138.0,32.393115758895874,0.9375
4159.0,32.55000138282776,0.9322916666666666
4180.0,32.71032357215881,0.84375
4201.0,32.86765813827515,0.8697916666666666
4222.0,33.02478909492493,0.890625
4243.0,33.1816611289978,0.8958333333333334
4264.0,33.33943462371826,0.8958333333333334
4285.0,33.52800726890564,0.8697916666666666
4306.0,33.711244344711304,0.9166666666666666
4327.0,33.86782717704773,0.8958333333333334
4348.0,34.03202176094055,0.9166666666666666
4369.0,34.18934488296509,0.9010416666666666
4390.0,34.347153425216675,0.9114583333333334
4411.0,34.504626512527466,0.875
4432.0,34.67388677597046,0.90625
4453.0,34.831263303756714,0.8854166666666666
4474.0,34.98845100402832,0.8229166666666666
4495.0,35.14542078971863,0.90625
4516.0,35.30531859397888,0.890625
4537.0,35.462424516677856,0.875
4558.0,35.61953949928284,0.859375
4579.0,35.7762987613678,0.90625
4600.0,35.9336895942688,0.8958333333333334
4621.0,36.08996319770813,0.8645833333333334
4642.0,36.246790170669556,0.8645833333333334
4663.0,36.402981758117676,0.8697916666666666
4684.0,36.55991220474243,0.9270833333333334
4705.0,36.71710419654846,0.9322916666666666
4726.0,36.874133348464966,0.8802083333333334
4747.0,37.03117775917053,0.8645833333333334
4768.0,37.18819570541382,0.9270833333333334
4789.0,37.34562277793884,0.8802083333333334
4810.0,37.503267765045166,0.8854166666666666
4831.0,37.661635637283325,0.90625
4852.0,37.81813359260559,0.9270833333333334
4873.0,37.97431135177612,0.9375
4894.0,38.13054394721985,0.9114583333333334
4915.0,38.287341833114624,0.9322916666666666
4936.0,38.44480276107788,0.9166666666666666
4957.0,38.60232138633728,0.921875
4978.0,38.75999045372009,0.9739583333333334
4999.0,38.93579411506653,0.90625
5020.0,39.09323596954346,0.9583333333333334
5041.0,39.25048589706421,0.90625
5062.0,39.40776991844177,0.9166666666666666
5083.0,39.56441020965576,0.9270833333333334
5104.0,39.72122573852539,0.953125
5125.0,39.8783221244812,0.9479166666666666
5146.0,40.03523588180542,0.9166666666666666
5167.0,40.19272828102112,0.8958333333333334
5188.0,40.353386878967285,0.9114583333333334
5209.0,40.51028895378113,0.921875
5230.0,40.66764211654663,0.890625
5251.0,40.82451939582825,0.9270833333333334
5272.0,40.98175573348999,0.9270833333333334
5293.0,41.13880205154419,0.8854166666666666
5314.0,41.29604172706604,0.9166666666666666
5335.0,41.45347499847412,0.9479166666666666
5356.0,41.61054515838623,0.9114583333333334
5377.0,41.767250061035156,0.953125
5398.0,41.92429494857788,0.8697916666666666
5419.0,42.080912828445435,0.8541666666666666
5440.0,42.23788118362427,0.9010416666666666
5461.0,42.394792318344116,0.9010416666666666
5482.0,42.5521240234375,0.921875
5503.0,42.73462462425232,0.921875
5524.0,42.90201497077942,0.890625
5545.0,43.06086254119873,0.9375
